nc101_code	D2_01	D2_02
NC101_03843	48	1
NC101_03844	32	3
NC101_03845	12	7
NC101_03846	2	0
NC101_03847	12	2
NC101_03848	31	3
NC101_03849	24	4
NC101_03850	51	8
NC101_03851	107	15
NC101_03852	50	2
NC101_03853	40	6
NC101_03854	38	2
NC101_03855	28	0
NC101_03856	202	42
NC101_03857	131	48
NC101_03858	32	8
NC101_03859	158	26
NC101_03860	22	3
NC101_03861	27	11
NC101_03862	18	7
NC101_03863	13	0
NC101_03864	39	10
NC101_03865	390	73
NC101_03866	118	30
NC101_03867	360	180
NC101_03868	20	7
NC101_03869	125	39
NC101_03870	5	4
NC101_03871	0	1
NC101_03872	2	0
NC101_03873	392	102
NC101_03874	625	58
NC101_03875	13253	1251
NC101_03876	1	2
NC101_03877	10	5
NC101_03878	58	24
NC101_03879	65	18
NC101_03880	1028	166
NC101_03881	41	2
NC101_03882	32	17
NC101_03883	86	11
NC101_03884	76	11
NC101_03885	29	5
NC101_03886	88	13
NC101_03887	28	10
NC101_03888	918	645
NC101_03889	54	14
NC101_03890	18	4
NC101_03891	13	9
NC101_03892	45	11
NC101_03893	480	108
NC101_03894	32	14
NC101_03895	7	3
NC101_03896	4	2
NC101_03897	101	18
NC101_03898	100	37
NC101_03899	99	105
NC101_03900	96	102
NC101_03901	66	44
NC101_03902	20	9
NC101_03903	7	0
NC101_03904	23	10
NC101_03905	12	4
NC101_03906	48	7
NC101_03907	721	108
NC101_03908	742	161
NC101_03909	469	119
NC101_03910	520	88
NC101_03911	205	49
NC101_03912	9	1
NC101_03913	9	2
NC101_03914	33	9
NC101_03915	21	5
NC101_03916	28	5
NC101_03917	21	8
NC101_03918	4	2
NC101_03919	13	2
NC101_03920	46	18
NC101_03922	8	3
NC101_03923	5	10
NC101_03924	4	0
NC101_03925	0	0
NC101_03926	21	4
NC101_03927	7	1
NC101_03928	10	2
NC101_03929	25	7
NC101_03930	15	15
NC101_03931	51	7
NC101_03932	7	4
NC101_03933	5	0
NC101_03934	0	0
NC101_03935	0	0
NC101_03936	3	0
NC101_03937	3	0
NC101_03938	11	4
NC101_03939	23	11
NC101_03940	521	35
NC101_03941	6	1
NC101_03942	21	5
NC101_03943	76	31
NC101_03944	64	25
NC101_03945	20	6
NC101_03946	34	14
NC101_03947	16	15
NC101_03948	184	38
NC101_03949	22	1
NC101_03950	3	4
NC101_03951	8	0
NC101_03952	36	9
NC101_03953	43	20
NC101_03954	41	27
NC101_03955	13	0
NC101_03956	0	1
NC101_03957	13	6
NC101_03958	27	8
NC101_03959	21	10
NC101_03960	63	21
NC101_03961	7	1
NC101_03962	72	22
NC101_03963	42	15
NC101_03964	5	0
NC101_03965	4	0
NC101_03966	29	9
NC101_03967	1	1
NC101_03968	0	0
NC101_03969	5	2
NC101_03970	11	2
NC101_03971	3	2
NC101_03972	0	0
NC101_03973	22	0
NC101_03974	7	3
NC101_03975	9	0
NC101_03976	3	0
NC101_03977	5	2
NC101_03978	16	8
NC101_03979	15	1
NC101_03980	102	24
NC101_03981	110	61
NC101_03982	141	68
NC101_03983	15	4
NC101_03984	26	10
NC101_03985	0	2
NC101_03986	2	4
NC101_03987	9	7
NC101_03988	9	12
NC101_03989	9	15
NC101_03990	319	175
NC101_03991	13	7
NC101_03992	5	0
NC101_03993	0	52
NC101_03994	4	48
NC101_03995	6	11
NC101_03996	20	10
NC101_03997	8	6
NC101_03998	38	8
NC101_03999	2	0
NC101_04000	72	15
NC101_04001	18	4
NC101_04002	2	2
NC101_04003	2	0
NC101_04004	8	6
NC101_04006	70	22
NC101_04007	131	77
NC101_04008	81	23
NC101_04009	67	23
NC101_04010	187	67
NC101_04011	36	8
NC101_04012	248	96
NC101_04013	10	7
NC101_04014	62	25
NC101_04015	578	229
NC101_04016	48	18
NC101_04017	122	60
NC101_04018	1608	266
NC101_04019	648	93
NC101_04020	1060	148
NC101_04021	727	121
NC101_04022	161	28
NC101_04023	2	1
NC101_04024	48	2
NC101_04025	603	64
NC101_04026	30	10
NC101_04027	93	47
NC101_04028	25	10
NC101_04029	5	2
NC101_04030	833	271
NC101_04031	52	21
NC101_04032	126	44
NC101_04033	128	16
NC101_04034	209	35
NC101_04035	76	32
NC101_04036	656	187
NC101_04037	102	26
NC101_04038	46	10
NC101_04039	113	44
NC101_04040	469	104
NC101_04041	144	66
NC101_04042	39	10
NC101_04043	47	10
NC101_04044	108	25
NC101_04045	102	21
NC101_04046	57	12
NC101_04047	105	34
NC101_04048	756	163
NC101_04049	66	43
NC101_04050	366	120
NC101_04051	75	27
NC101_04052	37	23
NC101_04053	25	9
NC101_04054	16	0
NC101_04055	7	7
NC101_04056	326	129
NC101_04057	10	4
NC101_04058	168	25
NC101_04059	16	3
NC101_04060	41	11
NC101_04061	11	16
NC101_04062	1	0
NC101_04063	5	0
NC101_04064	10	3
NC101_04065	8	5
NC101_04066	46	16
NC101_04067	26	15
NC101_04068	192	38
NC101_04069	79	17
NC101_04070	68	9
NC101_04071	129	36
NC101_04072	96	78
NC101_04073	48	11
NC101_04074	31	9
NC101_04075	26	10
NC101_04076	19	16
NC101_04077	16	16
NC101_04078	43	13
NC101_04079	58	59
NC101_04080	55	19
NC101_04081	24	5
NC101_04082	252	78
NC101_04083	175	66
NC101_04084	163	42
NC101_04085	16	4
NC101_04086	0	0
NC101_04087	1	0
NC101_04088	8	2
NC101_04089	1	0
NC101_04090	3	2
NC101_04091	79	32
NC101_04092	629	146
NC101_04093	234	58
NC101_04094	307	147
NC101_04095	6	0
NC101_04096	115	33
NC101_04097	89	39
NC101_04098	192	46
NC101_04099	454	93
NC101_04100	825	170
NC101_04101	113	18
NC101_04102	88	29
NC101_04103	15	2
NC101_04104	82	27
NC101_04105	56	14
NC101_04106	62	11
NC101_04107	97	18
NC101_04108	38	20
NC101_04109	32	8
NC101_04110	36	13
NC101_04111	31	2
NC101_04112	1890	332
NC101_04113	597	111
NC101_04114	612	84
NC101_04115	838	172
NC101_04116	45	13
NC101_04117	77	36
NC101_04118	2	6
NC101_04119	630	316
NC101_04120	7	2
NC101_04121	146	54
NC101_04122	17	12
NC101_04123	25	6
NC101_04124	145	19
NC101_04125	2608	349
NC101_04126	589	80
NC101_04127	23	11
NC101_04128	159	29
NC101_04129	5637	1015
NC101_04130	2000	452
NC101_04131	13	5
NC101_04132	38	11
NC101_04133	126	60
NC101_04135	176	36
NC101_04136	65	14
NC101_04137	21	4
NC101_04138	103	32
NC101_04139	27	9
NC101_04140	54	16
NC101_04141	240	90
NC101_04142	299	64
NC101_04143	154	34
NC101_04144	227	47
NC101_04145	1663	413
NC101_04146	47	14
NC101_04147	644	233
NC101_04148	29	13
NC101_04149	0	0
NC101_04150	7	2
NC101_04151	0	0
NC101_04152	134	54
NC101_04153	5	5
NC101_04154	474	180
NC101_04155	996	370
NC101_04156	610	218
NC101_04157	555	142
NC101_04158	491	141
NC101_04159	605	221
NC101_04160	402	122
NC101_04161	500	159
NC101_04162	3	4
NC101_04163	5	6
NC101_04164	10	0
NC101_04165	6	0
NC101_04166	9	8
NC101_04167	135	40
NC101_04168	120	26
NC101_04169	0	4
NC101_04170	19	4
NC101_04171	17	2
NC101_04172	1	0
NC101_04173	11	0
NC101_04174	1	2
NC101_04175	15	7
NC101_04176	46	18
NC101_04177	10	4
NC101_04178	26	10
NC101_04179	14	3
NC101_04180	10	7
NC101_04181	13	0
NC101_04182	20	5
NC101_04183	6	2
NC101_04184	11	0
NC101_04185	117	35
NC101_04186	16	2
NC101_04187	12	0
NC101_04188	0	0
NC101_04189	0	0
NC101_04190	5	0
NC101_04191	2	0
NC101_04192	1	0
NC101_04193	3	2
NC101_04194	2253	701
NC101_04195	896	164
NC101_04196	508	86
NC101_04197	1567	269
NC101_04198	45	19
NC101_04199	25	5
NC101_04200	156	15
NC101_04201	6	3
NC101_04202	59	10
NC101_04203	1	0
NC101_04204	5	4
NC101_04205	9	0
NC101_04206	4	2
NC101_04207	15	6
NC101_04208	7	4
NC101_04209	260	26
NC101_04210	152	21
NC101_04211	16	4
NC101_04212	4	0
NC101_04213	6	1
NC101_04214	34	11
NC101_04215	104	25
NC101_04216	267	78
NC101_04217	28	8
NC101_04218	672	84
NC101_04219	0	0
NC101_04220	10	0
NC101_04221	68	27
NC101_04222	109	50
NC101_04223	54	19
NC101_04224	58	7
NC101_04225	266	71
NC101_04226	43	18
NC101_04227	53	25
NC101_04228	1849	193
NC101_04229	151	37
NC101_04230	12	2
NC101_04231	7	0
NC101_04232	4	0
NC101_04233	19	5
NC101_04234	16	5
NC101_04235	16	3
NC101_04236	1	0
NC101_04237	160	40
NC101_04238	2	2
NC101_04239	12	8
NC101_04240	10	13
NC101_04241	19	9
NC101_04242	1	0
NC101_04243	3	2
NC101_04244	2	2
NC101_04245	0	0
NC101_04246	2	0
NC101_04247	0	0
NC101_04248	0	1
NC101_04249	0	0
NC101_04250	0	0
NC101_04251	0	0
NC101_04252	2	0
NC101_04253	2	0
NC101_04254	2	0
NC101_04255	3	0
NC101_04256	6	4
NC101_04257	5	2
NC101_04258	20	4
NC101_04259	4	1
NC101_04260	4	0
NC101_04261	4	0
NC101_04262	3	2
NC101_04263	13	7
NC101_04264	4	0
NC101_04265	0	0
NC101_04266	11	0
NC101_04267	17	8
NC101_04268	1	0
NC101_04269	2	4
NC101_04270	321	51
NC101_04271	1752	374
NC101_04272	92	24
NC101_04273	13	8
NC101_04274	19	9
NC101_04275	2	2
NC101_04276	27	8
NC101_04277	25	15
NC101_04278	49	12
NC101_04279	10	3
NC101_04280	4	1
NC101_04281	42	14
NC101_04282	554	72
NC101_04283	108	26
NC101_04284	110	28
NC101_04285	620	139
NC101_04286	22	16
NC101_04287	1	0
NC101_04288	15	7
NC101_04289	14	7
NC101_04290	5	0
NC101_04291	161	30
NC101_04292	99	17
NC101_04293	42	15
NC101_04294	37	7
NC101_04295	133	36
NC101_04296	53	23
NC101_04297	8	4
NC101_04298	146	29
NC101_04299	98	43
NC101_04300	95	30
NC101_04301	110	35
NC101_04302	29	10
NC101_04303	2	0
NC101_04304	4	0
NC101_04305	14	6
NC101_04306	2	0
NC101_04307	24	6
NC101_04308	2	2
NC101_04309	19	0
NC101_04310	9	5
NC101_04311	46	16
NC101_04312	43	4
NC101_04313	71	17
NC101_04314	96	25
NC101_04315	317	48
NC101_04316	80	40
NC101_04317	13	7
NC101_04318	92	45
NC101_04319	496	288
NC101_04320	6	6
NC101_04321	227	52
NC101_04322	23	0
NC101_04323	240	89
NC101_04324	346	77
NC101_04325	71	9
NC101_04326	36	10
NC101_04327	15	3
NC101_04328	2	0
NC101_04329	25	3
NC101_04330	9	3
NC101_04331	11	4
NC101_04332	18	5
NC101_04333	0	0
NC101_04334	14	4
NC101_04335	1	0
NC101_04336	0	0
NC101_04337	6	2
NC101_04338	538	134
NC101_04339	204	49
NC101_04340	27	5
NC101_04341	19	9
NC101_04342	37	18
NC101_04343	7	0
NC101_04344	4	0
NC101_04345	0	0
NC101_04346	2	2
NC101_04347	0	0
NC101_04348	2	0
NC101_04349	40	6
NC101_04350	35	14
NC101_04351	0	0
NC101_04352	1	2
NC101_04353	267	60
NC101_04354	7	4
NC101_04355	30	5
NC101_04356	44	7
NC101_04357	89	23
NC101_04358	3	2
NC101_04359	21	11
NC101_04360	9	6
NC101_04361	22	0
NC101_04362	32	9
NC101_04363	209	28
NC101_04364	38	10
NC101_04365	182	47
NC101_04366	10	2
NC101_04367	0	3
NC101_04368	2	0
NC101_04369	294	66
NC101_04370	52	6
NC101_04371	72	23
NC101_04372	83	27
NC101_04373	395	97
NC101_04374	37	10
NC101_04375	54	18
NC101_04376	146	31
NC101_04377	350	128
NC101_04378	88	11
NC101_04379	10	8
NC101_04380	8	1
NC101_04381	6	0
NC101_04382	6	1
NC101_04383	15	2
NC101_04384	10	2
NC101_04385	6	2
NC101_04386	28	4
NC101_04387	93	32
NC101_04388	49	8
NC101_04389	44	10
NC101_04390	17	6
NC101_04391	19	2
NC101_04392	82	39
NC101_04393	19	10
NC101_04394	14	3
NC101_04395	4	0
NC101_04396	57	20
NC101_04397	255	61
NC101_04398	320	45
NC101_04399	1315	293
NC101_04400	429	102
NC101_04401	58	10
NC101_04402	1	0
NC101_04403	2	0
NC101_04404	6	0
NC101_04405	7	0
NC101_04406	6	1
NC101_04407	8	0
NC101_04408	10	3
NC101_04409	117	25
NC101_04410	45	7
NC101_04411	32	6
NC101_04412	30	25
NC101_04413	96	27
NC101_04414	145	26
NC101_04415	246	59
NC101_04416	1241	401
NC101_04417	72	23
NC101_04418	1	4
NC101_04419	268	66
NC101_04420	14	4
NC101_04421	9	6
NC101_04422	702	130
NC101_04423	34	7
NC101_04424	38	13
NC101_04425	1319	177
NC101_04426	107	24
NC101_04427	58	32
NC101_04428	255	118
NC101_04429	64	75
NC101_04430	1226	184
NC101_04431	886	291
NC101_04432	22	5
NC101_04433	196	53
NC101_04434	103	22
NC101_04435	67	34
NC101_04436	81	21
NC101_04437	40	8
NC101_04438	5	5
NC101_04439	79	20
NC101_04440	12	5
NC101_04441	114	14
NC101_04442	0	0
NC101_04443	5	2
NC101_04444	18	5
NC101_04445	19	7
NC101_04446	8	9
NC101_04447	153	58
NC101_04448	2279	237
NC101_04449	43	8
NC101_04450	6	0
NC101_04451	2741	288
NC101_04452	142	13
NC101_04453	50	2
NC101_04454	9	0
NC101_04455	35	4
NC101_04456	21	4
NC101_04457	5	0
NC101_04458	3	0
NC101_04459	36	5
NC101_04460	65	22
NC101_04461	249	42
NC101_04462	56	11
NC101_04463	35	3
NC101_04464	12	8
NC101_04465	59	15
NC101_04466	20	20
NC101_04467	24	9
NC101_04468	104	21
NC101_04469	129	65
NC101_04470	9	3
NC101_04471	12	10
NC101_04472	201	50
NC101_04473	152	25
NC101_04474	53	32
NC101_04475	89	24
NC101_04476	30	8
NC101_04478	68	13
NC101_04479	267	65
NC101_04480	12	3
NC101_04481	27	7
NC101_04482	1	1
NC101_04483	80	8
NC101_04484	47	13
NC101_04485	62	21
NC101_04486	26	12
NC101_04487	85	17
NC101_04488	4	6
NC101_04489	59	12
NC101_04490	80	12
NC101_04491	155	65
NC101_04492	309	117
NC101_04493	167	105
NC101_04494	54	7
NC101_04495	72	21
NC101_04496	25	8
NC101_04497	20	6
NC101_04498	17	6
NC101_04499	16	2
NC101_04500	6	0
NC101_04501	26	0
NC101_04502	32	15
NC101_04503	16	7
NC101_04504	18	4
NC101_04505	57	5
NC101_04506	206	99
NC101_04511	34	8
NC101_04512	8	0
NC101_04513	20	4
NC101_04514	108	35
NC101_04515	73	23
NC101_04516	70	13
NC101_04517	131	40
NC101_04518	345	109
NC101_04519	21	9
NC101_04520	5	10
NC101_04521	24	6
NC101_04522	38	6
NC101_04523	48	10
NC101_04524	13	10
NC101_04525	15	6
NC101_04526	3	1
NC101_04527	20	12
NC101_04528	263	50
NC101_04529	7	3
NC101_04530	36	18
NC101_04531	2	0
NC101_04532	0	1
NC101_04533	4	5
NC101_04534	14	5
NC101_04535	23	8
NC101_04536	39	13
NC101_04537	30	9
NC101_04538	14	3
NC101_04539	48	20
NC101_04540	28	7
NC101_04541	11	1
NC101_04542	16	3
NC101_04543	21	1
NC101_04544	2	2
NC101_04545	2	1
NC101_04546	3	0
NC101_04547	6	0
NC101_04548	32	3
NC101_04549	17	2
NC101_04550	0	4
NC101_04551	10	6
NC101_04552	10	4
NC101_04553	0	0
NC101_04554	0	2
NC101_04555	2	0
NC101_04556	0	4
NC101_04557	2	2
NC101_04558	7	0
NC101_04559	1	0
NC101_04560	68	14
NC101_04561	466	94
NC101_04562	144	43
NC101_04563	13	0
NC101_04564	14	3
NC101_04565	20	2
NC101_04566	1	0
NC101_04567	8	4
NC101_04568	104	18
NC101_04569	129	32
NC101_04570	27	6
NC101_04571	77	23
NC101_04572	135	48
NC101_04573	47	13
NC101_04574	25	6
NC101_04575	19	4
NC101_04576	15	7
NC101_04577	330	59
NC101_04578	170	58
NC101_04579	42	23
NC101_04580	59	37
NC101_04581	106	18
NC101_04582	13	10
NC101_04583	42	16
NC101_04584	17	8
NC101_04585	15	22
NC101_04586	2	4
NC101_04587	2	3
NC101_04588	9	4
NC101_04589	2	2
NC101_04590	132	42
NC101_04591	37	12
NC101_04592	17	9
NC101_04593	6	2
NC101_04594	43	23
NC101_04595	13	11
NC101_04596	44	30
NC101_04597	2	0
NC101_04598	79	59
NC101_04599	53	21
NC101_04600	12	11
NC101_04601	18	3
NC101_04602	14	3
NC101_04603	25	7
NC101_04604	4	0
NC101_04605	0	6
NC101_04606	0	0
NC101_04607	25	27
NC101_04608	18	4
NC101_04609	8	13
NC101_04610	46	19
NC101_04611	24	7
NC101_04612	415	106
NC101_04613	4	0
NC101_04614	74	11
NC101_04615	72	10
NC101_04616	24	4
NC101_04617	24	5
NC101_04618	15	2
NC101_04619	2	0
NC101_04620	0	0
NC101_04621	3	1
NC101_04622	9	3
NC101_04623	5	4
NC101_04624	9	2
NC101_04625	32	0
NC101_04626	17	1
NC101_04627	77	12
NC101_04628	86	24
NC101_04629	72	17
NC101_04630	34	9
NC101_04631	5	0
NC101_04632	1	0
NC101_04633	0	0
NC101_04634	0	0
NC101_04635	0	0
NC101_04636	6	0
NC101_04637	35	20
NC101_04638	357	66
NC101_04639	128	40
NC101_04640	7	0
NC101_04641	69	20
NC101_04642	10	6
NC101_04643	7	2
NC101_04644	5	1
NC101_04645	4	5
NC101_04646	16	14
NC101_04647	33	14
NC101_04648	106	144
NC101_04649	32	10
NC101_04650	31	4
NC101_04651	43	9
NC101_04652	55	18
NC101_04653	3	2
NC101_04654	776	687
NC101_04655	98	57
NC101_04656	1023	151
NC101_04657	17	10
NC101_04658	6	0
NC101_04659	39	12
NC101_04660	28	7
NC101_04661	142	36
NC101_04662	13	3
NC101_04663	2	0
NC101_04664	1	0
NC101_04665	2	0
NC101_04666	6	2
NC101_04667	8	5
NC101_04668	106	28
NC101_04669	139	24
NC101_04670	473	107
NC101_04671	123	41
NC101_04672	91	17
NC101_04673	404	158
NC101_04674	622	181
NC101_04675	242	87
NC101_04676	326	99
NC101_04677	206	109
NC101_04678	205	75
NC101_04683	14	6
NC101_04684	20	1
NC101_04685	44	20
